customer_id,customer_segment,region,account_type,state_province,contract_type,payment_method,internet_service,tech_support,num_addon_services,senior_citizen,has_partner,has_dependents,paperless_billing
C00541,Mid-Market,East,Monthly,NY,Month-to-month,Mailed check,Fiber optic,No,2,0,No,No,Yes
C00542,Small Business,North,Monthly,WI,Month-to-month,Electronic check,Fiber optic,No,4,0,No,No,Yes
C00543,Small Business,North,Annual,WI,Two year,Mailed check,Fiber optic,Yes,3,0,No,No,Yes
C00544,Small Business,North,Monthly,MI,Month-to-month,Credit card,None,No,4,0,No,No,Yes
C00545,Mid-Market,West,Monthly,WA,Month-to-month,Electronic check,Fiber optic,Yes,0,0,Yes,No,Yes
C00546,Small Business,North,Monthly,MI,Month-to-month,Bank transfer,DSL,No,0,0,No,No,No
C00547,Enterprise,South,Annual,TX,Two year,Electronic check,DSL,No,1,0,No,No,No
C00548,Small Business,East,Monthly,PA,Month-to-month,Credit card,DSL,Yes,1,0,Yes,No,Yes
C00549,Small Business,East,Annual,NY,One year,Bank transfer,DSL,No,1,0,Yes,Yes,Yes
C00550,Small Business,East,Monthly,MA,Month-to-month,Electronic check,DSL,No,4,0,Yes,No,Yes
C00551,Mid-Market,West,Monthly,OR,Month-to-month,Bank transfer,DSL,No,0,0,Yes,Yes,Yes
C00552,Mid-Market,South,Annual,GA,One year,Electronic check,DSL,Yes,0,0,Yes,No,Yes
C00553,Mid-Market,West,Monthly,AZ,Month-to-month,Bank transfer,DSL,No,1,0,Yes,No,Yes
C00554,Enterprise,South,Annual,FL,One year,Electronic check,DSL,Yes,1,0,No,No,Yes
C00555,Small Business,West,Monthly,WA,Month-to-month,Electronic check,DSL,No,1,1,No,No,No
C00556,Mid-Market,East,Annual,MA,One year,Credit card,Fiber optic,No,1,0,No,Yes,Yes
C00557,Small Business,East,Annual,VA,One year,Bank transfer,DSL,Yes,3,0,Yes,Yes,Yes
C00558,Small Business,West,Annual,WA,One year,Electronic check,DSL,Yes,0,0,No,No,Yes
C00559,Mid-Market,West,Monthly,AZ,Month-to-month,Mailed check,Fiber optic,No,0,0,Yes,Yes,Yes
C00560,Small Business,West,Annual,OR,One year,Electronic check,DSL,No,5,0,Yes,Yes,Yes
C00561,Mid-Market,East,Annual,PA,Two year,Credit card,Fiber optic,Yes,0,0,No,No,Yes
C00562,Mid-Market,North,Monthly,MI,Month-to-month,Credit card,Fiber optic,No,0,0,No,No,Yes
C00563,Mid-Market,South,Monthly,NC,Month-to-month,Electronic check,DSL,No,0,0,No,Yes,No
C00564,Mid-Market,North,Annual,MI,Two year,Mailed check,Fiber optic,Yes,3,0,No,No,No
C00565,Mid-Market,West,Monthly,CA,Month-to-month,Credit card,Fiber optic,No,4,0,No,No,Yes
C00566,Small Business,North,Annual,MI,One year,Bank transfer,Fiber optic,Yes,4,0,No,No,Yes
C00567,Small Business,North,Annual,WI,One year,Credit card,DSL,Yes,4,0,No,Yes,Yes
C00568,Small Business,North,Monthly,MN,Month-to-month,Credit card,Fiber optic,No,0,0,Yes,No,Yes
C00569,Mid-Market,East,Annual,NY,One year,Credit card,DSL,Yes,2,0,Yes,No,No
C00570,Enterprise,East,Annual,VA,One year,Mailed check,DSL,No,3,0,No,Yes,Yes
C00571,Small Business,West,Monthly,WA,Month-to-month,Bank transfer,DSL,No,4,0,No,No,No
C00572,Mid-Market,South,Annual,TX,Two year,Credit card,None,No,2,0,Yes,No,No
C00573,Mid-Market,South,Monthly,NC,Month-to-month,Bank transfer,DSL,Yes,5,0,Yes,No,Yes
C00574,Enterprise,North,Monthly,MI,Month-to-month,Credit card,Fiber optic,Yes,5,0,Yes,Yes,Yes
C00575,Mid-Market,North,Annual,WI,Two year,Credit card,None,No,4,0,No,No,Yes
C00576,Mid-Market,South,Monthly,GA,Month-to-month,Bank transfer,DSL,No,4,0,Yes,No,Yes
C00577,Mid-Market,West,Annual,CA,Two year,Credit card,Fiber optic,No,5,0,No,Yes,Yes
C00578,Enterprise,East,Monthly,NY,Month-to-month,Bank transfer,Fiber optic,Yes,4,0,Yes,Yes,No
C00579,Small Business,West,Monthly,WA,Month-to-month,Mailed check,DSL,Yes,3,1,Yes,No,Yes
C00580,Enterprise,North,Monthly,MN,Month-to-month,Mailed check,Fiber optic,Yes,2,0,Yes,Yes,Yes
C00581,Small Business,North,Annual,MI,One year,Bank transfer,DSL,No,2,0,No,No,Yes
C00582,Enterprise,West,Annual,CA,One year,Credit card,Fiber optic,Yes,4,0,Yes,No,Yes
C00583,Small Business,North,Annual,MI,Two year,Bank transfer,DSL,No,1,0,Yes,Yes,Yes
C00584,Small Business,North,Annual,MN,Two year,Electronic check,Fiber optic,No,3,1,No,No,No
C00585,Small Business,South,Annual,GA,One year,Credit card,DSL,Yes,3,0,No,No,Yes
C00586,Small Business,West,Annual,OR,One year,Electronic check,Fiber optic,No,2,0,Yes,Yes,Yes
C00587,Small Business,East,Annual,NY,One year,Electronic check,Fiber optic,No,2,0,No,No,Yes
C00588,Small Business,North,Annual,MI,Two year,Mailed check,Fiber optic,No,0,0,Yes,No,Yes
C00589,Small Business,West,Annual,WA,One year,Bank transfer,DSL,Yes,4,0,No,No,Yes
C00590,Small Business,West,Annual,CA,Two year,Credit card,DSL,No,0,0,Yes,No,No
C00591,Mid-Market,West,Monthly,AZ,Month-to-month,Electronic check,DSL,Yes,0,0,No,No,No
C00592,Enterprise,West,Monthly,CA,Month-to-month,Bank transfer,Fiber optic,No,1,0,No,No,No
C00593,Mid-Market,North,Annual,MN,One year,Credit card,DSL,No,3,0,No,Yes,No
C00594,Small Business,West,Monthly,AZ,Month-to-month,Bank transfer,Fiber optic,Yes,1,0,No,Yes,Yes
C00595,Small Business,South,Monthly,GA,Month-to-month,Mailed check,Fiber optic,No,5,0,Yes,No,Yes
C00596,Enterprise,West,Annual,AZ,Two year,Credit card,DSL,No,5,0,No,No,No
C00597,Small Business,East,Monthly,PA,Month-to-month,Electronic check,DSL,Yes,2,0,Yes,No,No
C00598,Small Business,West,Monthly,OR,Month-to-month,Electronic check,DSL,No,5,0,Yes,Yes,Yes
C00599,Enterprise,East,Monthly,VA,Month-to-month,Electronic check,Fiber optic,Yes,0,0,No,No,No
C00600,Enterprise,East,Monthly,NY,Month-to-month,Credit card,Fiber optic,No,0,0,No,No,Yes
C00601,Small Business,East,Annual,VA,One year,Electronic check,DSL,No,2,1,No,No,No
C00602,Mid-Market,West,Annual,AZ,Two year,Electronic check,Fiber optic,No,5,0,No,Yes,No
C00603,Small Business,East,Annual,VA,Two year,Electronic check,Fiber optic,No,3,0,No,Yes,No
C00604,Mid-Market,North,Annual,MN,One year,Electronic check,None,No,4,0,No,Yes,Yes
C00605,Small Business,West,Annual,WA,One year,Bank transfer,DSL,Yes,3,0,No,No,Yes
C00606,Small Business,East,Monthly,VA,Month-to-month,Electronic check,Fiber optic,Yes,2,0,No,Yes,No
C00607,Mid-Market,South,Annual,NC,Two year,Bank transfer,Fiber optic,Yes,5,0,Yes,No,Yes
C00608,Small Business,East,Monthly,NY,Month-to-month,Electronic check,DSL,No,5,0,No,Yes,No
C00609,Mid-Market,West,Monthly,OR,Month-to-month,Electronic check,Fiber optic,No,2,1,No,Yes,Yes
C00610,Small Business,West,Annual,WA,Two year,Electronic check,Fiber optic,No,4,1,No,No,No
C00611,Enterprise,West,Annual,WA,Two year,Bank transfer,Fiber optic,Yes,3,0,Yes,No,No
C00612,Enterprise,South,Monthly,TX,Month-to-month,Electronic check,DSL,Yes,3,0,Yes,No,Yes
C00613,Mid-Market,West,Annual,AZ,One year,Credit card,DSL,No,0,0,Yes,Yes,Yes
C00614,Mid-Market,South,Monthly,NC,Month-to-month,Electronic check,Fiber optic,Yes,1,1,Yes,No,No
C00615,Small Business,East,Monthly,MA,Month-to-month,Mailed check,Fiber optic,No,5,0,No,No,Yes
C00616,Mid-Market,East,Monthly,PA,Month-to-month,Electronic check,DSL,Yes,1,0,Yes,No,No
C00617,Small Business,North,Monthly,WI,Month-to-month,Credit card,DSL,Yes,3,0,Yes,No,Yes
C00618,Enterprise,South,Annual,FL,One year,Bank transfer,DSL,No,5,0,No,No,Yes
C00619,Enterprise,North,Monthly,MN,Month-to-month,Electronic check,Fiber optic,No,3,0,Yes,No,Yes
C00620,Enterprise,North,Annual,WI,One year,Electronic check,DSL,No,1,0,Yes,No,No
C00621,Enterprise,South,Monthly,TX,Month-to-month,Bank transfer,None,No,5,0,No,No,No
C00622,Enterprise,South,Annual,GA,Two year,Electronic check,DSL,No,0,0,No,No,No
C00623,Small Business,North,Annual,IL,One year,Electronic check,Fiber optic,No,4,0,No,No,No
C00624,Enterprise,South,Annual,TX,Two year,Credit card,DSL,No,1,0,No,No,Yes
C00625,Mid-Market,East,Monthly,VA,Month-to-month,Electronic check,Fiber optic,No,3,0,No,Yes,No
C00626,Small Business,North,Annual,MN,One year,Mailed check,Fiber optic,No,2,0,Yes,No,Yes
C00627,Mid-Market,South,Annual,TX,Two year,Bank transfer,Fiber optic,Yes,3,0,No,Yes,Yes
C00628,Small Business,South,Monthly,FL,Month-to-month,Credit card,None,Yes,2,0,No,No,Yes
C00629,Small Business,East,Monthly,PA,Month-to-month,Electronic check,Fiber optic,No,3,0,No,Yes,Yes
C00630,Small Business,South,Monthly,FL,Month-to-month,Bank transfer,DSL,No,5,0,Yes,Yes,No
C00631,Small Business,East,Monthly,VA,Month-to-month,Bank transfer,DSL,Yes,4,0,Yes,Yes,Yes
C00632,Mid-Market,South,Monthly,NC,Month-to-month,Electronic check,DSL,Yes,2,0,Yes,Yes,No
C00633,Enterprise,South,Monthly,TX,Month-to-month,Mailed check,Fiber optic,No,5,0,No,Yes,No
C00634,Mid-Market,South,Monthly,NC,Month-to-month,Credit card,DSL,No,5,0,No,Yes,Yes
C00635,Mid-Market,North,Annual,IL,One year,Bank transfer,Fiber optic,No,3,1,Yes,No,Yes
C00636,Small Business,East,Monthly,MA,Month-to-month,Electronic check,Fiber optic,Yes,3,0,No,No,No
C00637,Mid-Market,North,Monthly,MI,Month-to-month,Electronic check,Fiber optic,No,0,0,No,No,Yes
C00638,Small Business,South,Annual,NC,One year,Bank transfer,Fiber optic,No,3,0,No,No,No
C00639,Enterprise,West,Monthly,AZ,Month-to-month,Bank transfer,DSL,No,1,0,Yes,Yes,Yes
C00640,Small Business,West,Monthly,WA,Month-to-month,Credit card,Fiber optic,Yes,0,1,No,No,Yes
C00641,Mid-Market,East,Monthly,MA,Month-to-month,Electronic check,Fiber optic,No,5,0,No,No,Yes
C00642,Mid-Market,West,Monthly,CA,Month-to-month,Bank transfer,None,No,1,0,No,No,Yes
C00643,Mid-Market,West,Monthly,AZ,Month-to-month,Electronic check,Fiber optic,No,3,0,No,No,Yes
C00644,Enterprise,South,Monthly,GA,Month-to-month,Electronic check,Fiber optic,No,5,0,No,No,Yes
C00645,Small Business,West,Monthly,CA,Month-to-month,Bank transfer,Fiber optic,No,3,0,Yes,No,Yes
C00646,Enterprise,South,Annual,FL,Two year,Electronic check,Fiber optic,Yes,4,0,No,No,No
C00647,Mid-Market,South,Annual,NC,Two year,Electronic check,DSL,No,4,0,Yes,No,Yes
C00648,Mid-Market,East,Monthly,VA,Month-to-month,Electronic check,Fiber optic,No,2,1,No,Yes,Yes
C00649,Mid-Market,West,Monthly,WA,Month-to-month,Mailed check,Fiber optic,Yes,5,0,No,No,Yes
C00650,Enterprise,West,Monthly,CA,Month-to-month,Electronic check,DSL,Yes,5,0,No,No,Yes
C00651,Enterprise,South,Annual,TX,Two year,Bank transfer,Fiber optic,No,2,0,No,Yes,Yes
C00652,Small Business,East,Annual,VA,Two year,Mailed check,None,No,4,0,Yes,No,No
C00653,Enterprise,North,Monthly,WI,Month-to-month,Bank transfer,None,No,1,0,Yes,No,Yes
C00654,Mid-Market,West,Monthly,CA,Month-to-month,Credit card,Fiber optic,Yes,0,0,No,No,No
C00655,Small Business,East,Monthly,VA,Month-to-month,Credit card,Fiber optic,Yes,3,1,Yes,Yes,Yes
C00656,Enterprise,East,Annual,PA,Two year,Credit card,Fiber optic,Yes,3,0,Yes,No,Yes
C00657,Small Business,West,Annual,AZ,Two year,Credit card,Fiber optic,No,3,0,No,No,Yes
C00658,Mid-Market,East,Monthly,NY,Month-to-month,Mailed check,DSL,No,4,0,Yes,Yes,No
C00659,Small Business,North,Annual,MN,One year,Bank transfer,DSL,No,2,0,Yes,No,No
C00660,Small Business,South,Monthly,FL,Month-to-month,Credit card,Fiber optic,No,4,0,Yes,No,Yes
C00661,Enterprise,North,Annual,MI,One year,Electronic check,Fiber optic,Yes,5,0,No,Yes,No
C00662,Small Business,East,Annual,VA,Two year,Mailed check,Fiber optic,No,0,0,Yes,No,Yes
C00663,Small Business,North,Monthly,IL,Month-to-month,Electronic check,None,No,2,0,No,Yes,Yes
C00664,Small Business,North,Monthly,MI,Month-to-month,Bank transfer,None,No,1,0,No,No,No
C00665,Mid-Market,East,Annual,MA,One year,Electronic check,Fiber optic,Yes,3,0,Yes,No,Yes
C00666,Enterprise,East,Monthly,PA,Month-to-month,Bank transfer,DSL,No,2,0,No,Yes,Yes
C00667,Enterprise,East,Annual,MA,Two year,Bank transfer,Fiber optic,Yes,1,0,Yes,No,Yes
C00668,Small Business,West,Monthly,WA,Month-to-month,Credit card,DSL,Yes,1,1,No,No,No
C00669,Mid-Market,West,Annual,AZ,Two year,Electronic check,DSL,Yes,2,0,Yes,No,Yes
C00670,Mid-Market,North,Monthly,WI,Month-to-month,Bank transfer,DSL,Yes,0,0,Yes,No,No
C00671,Mid-Market,West,Monthly,WA,Month-to-month,Credit card,Fiber optic,Yes,0,1,Yes,No,Yes
C00672,Small Business,East,Monthly,VA,Month-to-month,Electronic check,Fiber optic,No,3,0,Yes,No,No
C00673,Small Business,East,Monthly,VA,Month-to-month,Credit card,None,Yes,5,0,No,Yes,Yes
C00674,Mid-Market,North,Monthly,IL,Month-to-month,Credit card,Fiber optic,No,3,0,Yes,No,Yes
C00675,Mid-Market,East,Annual,VA,One year,Bank transfer,Fiber optic,No,5,1,No,No,Yes
C00676,Mid-Market,East,Monthly,PA,Month-to-month,Electronic check,DSL,No,0,0,Yes,No,Yes
C00677,Mid-Market,East,Monthly,VA,Month-to-month,Credit card,DSL,No,5,0,No,No,Yes
C00678,Enterprise,North,Monthly,WI,Month-to-month,Mailed check,DSL,No,3,0,No,No,No
C00679,Mid-Market,East,Monthly,PA,Month-to-month,Electronic check,DSL,Yes,4,0,Yes,No,Yes
C00680,Small Business,West,Annual,CA,Two year,Credit card,DSL,Yes,0,0,No,No,Yes
C00681,Enterprise,East,Annual,MA,Two year,Bank transfer,Fiber optic,No,3,1,No,Yes,No
C00682,Enterprise,North,Monthly,IL,Month-to-month,Mailed check,DSL,No,2,0,No,No,Yes
C00683,Small Business,West,Annual,CA,One year,Credit card,DSL,No,5,0,No,No,Yes
C00684,Mid-Market,West,Annual,WA,One year,Bank transfer,DSL,No,4,0,No,No,Yes
C00685,Small Business,North,Annual,MN,Two year,Electronic check,Fiber optic,No,5,1,Yes,No,Yes
C00686,Mid-Market,West,Monthly,CA,Month-to-month,Credit card,Fiber optic,No,5,0,No,No,Yes
C00687,Small Business,South,Monthly,FL,Month-to-month,Mailed check,DSL,No,4,0,Yes,No,No
C00688,Mid-Market,East,Monthly,PA,Month-to-month,Mailed check,Fiber optic,No,1,0,No,Yes,Yes
C00689,Small Business,South,Annual,NC,Two year,Credit card,Fiber optic,No,1,0,No,No,Yes
C00690,Mid-Market,West,Annual,WA,One year,Credit card,DSL,No,5,0,No,No,No
C00691,Enterprise,West,Monthly,OR,Month-to-month,Credit card,DSL,No,3,0,No,Yes,Yes
C00692,Small Business,West,Monthly,OR,Month-to-month,Electronic check,Fiber optic,No,5,0,Yes,No,Yes
C00693,Enterprise,West,Annual,WA,One year,Mailed check,Fiber optic,Yes,4,0,No,No,No
C00694,Enterprise,West,Annual,CA,Two year,Bank transfer,Fiber optic,Yes,3,0,Yes,Yes,Yes
C00695,Enterprise,North,Monthly,WI,Month-to-month,Credit card,DSL,No,0,0,No,No,Yes
C00696,Small Business,South,Annual,GA,One year,Electronic check,DSL,Yes,5,0,No,No,No
C00697,Enterprise,East,Monthly,MA,Month-to-month,Credit card,Fiber optic,No,1,0,Yes,Yes,No
C00698,Small Business,East,Monthly,NY,Month-to-month,Electronic check,Fiber optic,No,1,0,No,Yes,No
C00699,Small Business,North,Annual,IL,One year,Bank transfer,Fiber optic,No,0,0,Yes,No,No
C00700,Enterprise,North,Annual,IL,One year,Credit card,Fiber optic,No,0,0,No,No,Yes
C00701,Mid-Market,East,Annual,VA,Two year,Electronic check,Fiber optic,No,2,0,No,No,Yes
C00702,Mid-Market,East,Monthly,VA,Month-to-month,Bank transfer,DSL,Yes,5,0,No,Yes,No
C00703,Small Business,North,Monthly,IL,Month-to-month,Mailed check,Fiber optic,Yes,5,1,No,Yes,No
C00704,Enterprise,North,Monthly,WI,Month-to-month,Electronic check,Fiber optic,No,2,0,Yes,No,No
C00705,Mid-Market,North,Monthly,IL,Month-to-month,Credit card,Fiber optic,Yes,1,0,Yes,No,Yes
C00706,Mid-Market,East,Monthly,NY,Month-to-month,Credit card,Fiber optic,No,2,0,Yes,No,No
C00707,Enterprise,North,Monthly,MN,Month-to-month,Electronic check,Fiber optic,No,5,0,Yes,No,Yes
C00708,Small Business,East,Monthly,NY,Month-to-month,Credit card,Fiber optic,No,0,0,Yes,No,Yes
C00709,Small Business,South,Monthly,NC,Month-to-month,Credit card,Fiber optic,No,0,1,No,No,Yes
C00710,Mid-Market,South,Monthly,TX,Month-to-month,Electronic check,Fiber optic,No,0,0,No,No,Yes
C00711,Enterprise,East,Annual,MA,One year,Electronic check,DSL,No,5,0,Yes,Yes,No
C00712,Small Business,East,Monthly,MA,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,No,No,Yes
C00713,Small Business,East,Annual,VA,One year,Electronic check,DSL,No,5,0,No,No,No
C00714,Small Business,West,Annual,OR,Two year,Bank transfer,DSL,Yes,1,0,Yes,No,Yes
C00715,Enterprise,West,Annual,OR,One year,Bank transfer,Fiber optic,No,3,0,No,Yes,Yes
C00716,Small Business,West,Monthly,CA,Month-to-month,Bank transfer,Fiber optic,Yes,5,1,Yes,Yes,Yes
C00717,Mid-Market,East,Monthly,NY,Month-to-month,Bank transfer,Fiber optic,No,0,0,No,No,Yes
C00718,Enterprise,South,Annual,NC,One year,Bank transfer,Fiber optic,No,1,0,No,Yes,No
C00719,Small Business,North,Annual,MN,One year,Bank transfer,DSL,Yes,4,0,Yes,No,Yes
C00720,Mid-Market,East,Monthly,MA,Month-to-month,Credit card,Fiber optic,No,4,0,Yes,No,Yes
C00721,Mid-Market,North,Monthly,MN,Month-to-month,Credit card,DSL,Yes,5,1,No,Yes,Yes
C00722,Enterprise,West,Annual,OR,One year,Credit card,DSL,Yes,0,0,Yes,No,Yes
C00723,Small Business,West,Monthly,AZ,Month-to-month,Credit card,DSL,Yes,4,0,No,No,Yes
C00724,Small Business,North,Annual,MI,One year,Electronic check,DSL,Yes,1,1,No,Yes,No
C00725,Small Business,West,Monthly,WA,Month-to-month,Credit card,DSL,No,3,0,Yes,No,Yes
C00726,Mid-Market,North,Monthly,MN,Month-to-month,Credit card,None,No,5,0,No,No,Yes
C00727,Mid-Market,East,Annual,MA,Two year,Electronic check,None,No,5,0,No,No,No
C00728,Small Business,North,Monthly,IL,Month-to-month,Electronic check,Fiber optic,No,1,0,Yes,Yes,No
C00729,Small Business,South,Annual,NC,One year,Bank transfer,Fiber optic,No,2,0,No,No,Yes
C00730,Enterprise,East,Monthly,NY,Month-to-month,Credit card,Fiber optic,No,1,0,No,No,No
C00731,Small Business,East,Monthly,VA,Month-to-month,Bank transfer,Fiber optic,No,3,1,No,Yes,No
C00732,Small Business,South,Annual,NC,Two year,Credit card,DSL,Yes,4,0,Yes,No,Yes
C00733,Mid-Market,West,Monthly,WA,Month-to-month,Bank transfer,Fiber optic,No,1,1,Yes,No,Yes
C00734,Small Business,West,Monthly,AZ,Month-to-month,Bank transfer,DSL,No,0,1,No,No,No
C00735,Small Business,North,Annual,MI,Two year,Electronic check,DSL,Yes,0,1,No,No,No
C00736,Mid-Market,East,Annual,MA,One year,Mailed check,Fiber optic,No,0,0,Yes,No,No
C00737,Small Business,East,Annual,PA,One year,Electronic check,DSL,Yes,2,0,No,No,Yes
C00738,Mid-Market,South,Monthly,FL,Month-to-month,Credit card,Fiber optic,Yes,5,0,No,No,No
C00739,Mid-Market,East,Monthly,NY,Month-to-month,Bank transfer,DSL,No,1,0,Yes,No,Yes
C00740,Mid-Market,West,Annual,CA,One year,Electronic check,DSL,Yes,2,0,No,No,No
C00741,Small Business,West,Monthly,AZ,Month-to-month,Credit card,Fiber optic,No,4,0,No,No,No
C00742,Enterprise,West,Monthly,AZ,Month-to-month,Credit card,DSL,No,3,0,No,No,Yes
C00743,Small Business,East,Annual,PA,One year,Electronic check,Fiber optic,Yes,1,0,No,No,Yes
C00744,Mid-Market,South,Monthly,TX,Month-to-month,Electronic check,DSL,No,0,1,No,No,Yes
C00745,Small Business,West,Monthly,AZ,Month-to-month,Electronic check,DSL,No,0,0,No,Yes,No
C00746,Mid-Market,South,Monthly,GA,Month-to-month,Electronic check,Fiber optic,No,1,1,No,No,Yes
C00747,Small Business,East,Monthly,MA,Month-to-month,Credit card,DSL,No,0,0,Yes,Yes,No
C00748,Small Business,South,Annual,TX,One year,Credit card,DSL,No,2,0,Yes,No,Yes
C00749,Mid-Market,South,Annual,GA,Two year,Credit card,DSL,Yes,3,0,No,No,Yes
C00750,Small Business,North,Monthly,WI,Month-to-month,Bank transfer,DSL,Yes,4,0,No,No,Yes
C00751,Small Business,West,Monthly,AZ,Month-to-month,Electronic check,DSL,Yes,5,0,Yes,Yes,No
C00752,Mid-Market,North,Annual,IL,One year,Electronic check,Fiber optic,Yes,1,1,Yes,No,Yes
C00753,Enterprise,North,Monthly,MN,Month-to-month,Bank transfer,DSL,No,3,1,Yes,No,Yes
C00754,Small Business,West,Monthly,OR,Month-to-month,Mailed check,DSL,Yes,5,0,No,No,Yes
C00755,Enterprise,East,Annual,VA,Two year,Credit card,Fiber optic,No,0,0,No,No,No
C00756,Mid-Market,South,Annual,TX,One year,Electronic check,Fiber optic,No,4,0,No,No,No
C00757,Enterprise,East,Monthly,VA,Month-to-month,Bank transfer,Fiber optic,No,0,0,Yes,Yes,Yes
C00758,Mid-Market,South,Annual,NC,Two year,Mailed check,Fiber optic,No,3,0,No,No,Yes
C00759,Mid-Market,North,Monthly,MI,Month-to-month,Credit card,Fiber optic,No,4,0,Yes,No,Yes
C00760,Mid-Market,East,Annual,NY,Two year,Electronic check,Fiber optic,No,2,0,Yes,No,Yes
C00761,Mid-Market,North,Annual,IL,One year,Electronic check,DSL,Yes,3,0,Yes,No,No
C00762,Enterprise,East,Annual,NY,One year,Credit card,Fiber optic,No,3,0,No,No,Yes
C00763,Small Business,West,Annual,CA,Two year,Mailed check,Fiber optic,Yes,3,0,No,No,Yes
C00764,Small Business,West,Annual,AZ,One year,Bank transfer,DSL,No,4,0,Yes,Yes,No
C00765,Small Business,South,Monthly,FL,Month-to-month,Electronic check,Fiber optic,No,5,0,Yes,No,Yes
C00766,Enterprise,West,Monthly,OR,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,No,No,Yes
C00767,Small Business,East,Annual,NY,One year,Bank transfer,DSL,Yes,2,0,Yes,Yes,Yes
C00768,Mid-Market,South,Annual,TX,One year,Credit card,None,Yes,5,1,No,No,Yes
C00769,Enterprise,North,Monthly,MI,Month-to-month,Bank transfer,DSL,No,2,0,Yes,No,Yes
C00770,Enterprise,South,Annual,TX,One year,Credit card,Fiber optic,No,2,1,Yes,Yes,Yes
C00771,Small Business,East,Annual,PA,One year,Credit card,Fiber optic,Yes,4,0,Yes,No,Yes
C00772,Mid-Market,West,Monthly,AZ,Month-to-month,Credit card,None,Yes,5,0,No,No,Yes
C00773,Enterprise,North,Monthly,IL,Month-to-month,Credit card,DSL,Yes,1,0,Yes,No,No
C00774,Small Business,East,Monthly,PA,Month-to-month,Mailed check,DSL,No,5,0,Yes,Yes,Yes
C00775,Mid-Market,West,Monthly,OR,Month-to-month,Credit card,DSL,Yes,4,0,No,No,Yes
C00776,Small Business,West,Monthly,CA,Month-to-month,Credit card,Fiber optic,Yes,0,0,Yes,No,Yes
C00777,Mid-Market,South,Monthly,NC,Month-to-month,Credit card,Fiber optic,No,5,0,No,No,Yes
C00778,Mid-Market,North,Monthly,WI,Month-to-month,Credit card,DSL,No,2,0,Yes,No,Yes
C00779,Small Business,South,Monthly,GA,Month-to-month,Credit card,DSL,No,1,0,No,No,Yes
C00780,Small Business,West,Annual,AZ,One year,Bank transfer,Fiber optic,No,3,0,Yes,Yes,No
C00781,Small Business,West,Monthly,CA,Month-to-month,Credit card,DSL,No,3,0,No,No,Yes
C00782,Small Business,East,Annual,VA,Two year,Credit card,Fiber optic,No,3,1,No,No,No
C00783,Mid-Market,North,Annual,WI,Two year,Credit card,None,Yes,0,0,No,Yes,Yes
C00784,Small Business,North,Annual,WI,One year,Electronic check,Fiber optic,Yes,4,0,No,Yes,Yes
C00785,Small Business,South,Annual,TX,Two year,Bank transfer,DSL,No,2,0,Yes,No,Yes
C00786,Mid-Market,East,Annual,MA,Two year,Credit card,Fiber optic,No,0,0,Yes,No,Yes
C00787,Mid-Market,North,Monthly,MI,Month-to-month,Credit card,DSL,No,3,0,No,No,No
C00788,Mid-Market,East,Annual,MA,One year,Bank transfer,DSL,Yes,3,0,No,Yes,No
C00789,Enterprise,East,Monthly,MA,Month-to-month,Bank transfer,Fiber optic,Yes,0,1,No,No,No
C00790,Small Business,North,Annual,WI,One year,Bank transfer,DSL,Yes,5,1,No,Yes,Yes
C00791,Enterprise,North,Monthly,WI,Month-to-month,Credit card,DSL,No,3,0,No,No,No
C00792,Small Business,South,Monthly,FL,Month-to-month,Electronic check,DSL,No,5,1,No,No,Yes
C00793,Mid-Market,East,Monthly,PA,Month-to-month,Bank transfer,Fiber optic,No,4,0,No,No,Yes
C00794,Enterprise,West,Annual,OR,Two year,Credit card,DSL,No,0,1,No,No,Yes
C00795,Enterprise,South,Monthly,FL,Month-to-month,Bank transfer,DSL,Yes,1,0,Yes,No,Yes
C00796,Mid-Market,South,Monthly,TX,Month-to-month,Credit card,DSL,No,5,1,No,No,Yes
C00797,Mid-Market,West,Monthly,WA,Month-to-month,Bank transfer,Fiber optic,Yes,3,0,No,No,No
C00798,Small Business,South,Monthly,NC,Month-to-month,Electronic check,DSL,Yes,0,0,Yes,No,Yes
C00799,Mid-Market,South,Annual,NC,Two year,Credit card,Fiber optic,No,0,1,No,No,Yes
C00800,Mid-Market,South,Annual,GA,One year,Electronic check,Fiber optic,No,3,0,No,No,Yes
C00801,Enterprise,North,Monthly,WI,Month-to-month,Credit card,Fiber optic,Yes,3,0,Yes,No,No
C00802,Mid-Market,South,Monthly,GA,Month-to-month,Bank transfer,Fiber optic,Yes,1,0,No,No,No
C00803,Small Business,East,Monthly,VA,Month-to-month,Credit card,Fiber optic,No,1,0,Yes,Yes,Yes
C00804,Mid-Market,West,Monthly,AZ,Month-to-month,Credit card,Fiber optic,Yes,3,0,Yes,No,Yes
C00805,Small Business,East,Annual,MA,Two year,Mailed check,DSL,No,2,0,No,Yes,Yes
C00806,Small Business,West,Annual,WA,One year,Bank transfer,DSL,No,0,0,No,No,Yes
C00807,Small Business,East,Monthly,NY,Month-to-month,Credit card,Fiber optic,Yes,0,0,No,No,No
C00808,Mid-Market,North,Annual,MI,One year,Mailed check,DSL,Yes,1,0,Yes,Yes,No
C00809,Small Business,South,Monthly,TX,Month-to-month,Credit card,None,Yes,3,1,No,No,No
