customer_id,subscription_id,subscription_start_date,subscription_end_date,subscription_cost,monthly_charges,num_support_calls,support_calls_per_day,referral_code,avg_monthly_transactions,avg_transactions_per_day,tenure_days,was_referred,churned
C00583,S00583,2023-12-20,2028-03-21,81,80.74,0,0.0,,16,0.5333,1553,0,1
C00584,S00584,2021-04-03,2024-10-12,96,95.52,1,0.0008,,11,0.3667,1288,0,1
C00585,S00585,2022-08-14,,93,92.88,2,0.0012,REF615,14,0.4667,1649,1,0
C00586,S00586,2021-08-25,2023-05-04,97,96.52,2,0.0032,,17,0.5667,617,0,1
C00587,S00587,2021-02-14,2025-12-14,116,116.3,2,0.0011,REF354,22,0.7333,1764,1,1
C00588,S00588,2020-11-10,2025-06-17,88,88.42,1,0.0006,,9,0.3,1680,0,1
C00589,S00589,2022-02-21,2022-10-23,107,107.18,0,0.0,,19,0.6333,244,0,1
C00590,S00590,2020-08-02,,38,38.02,2,0.0013,,22,0.7333,1571,0,0
C00591,S00591,2022-10-05,2023-06-14,75,75.35,2,0.0079,REF899,32,1.0667,252,1,1
C00592,S00592,2023-08-19,2025-12-11,84,84.13,3,0.0036,REF499,45,1.5,845,1,1
C00593,S00593,2021-07-06,,68,67.76,1,0.0027,,34,1.1333,374,0,0
C00594,S00594,2022-05-08,2025-04-12,109,109.04,2,0.0019,REF337,36,1.2,1070,1,1
C00595,S00595,2024-01-04,2024-04-03,123,122.73,4,0.0444,,31,1.0333,90,0,1
C00596,S00596,2022-11-23,2027-02-03,58,58.4,3,0.002,,42,1.4,1533,0,1
C00597,S00597,2021-08-28,2024-02-02,88,88.45,1,0.0011,,14,0.4667,888,0,1
C00598,S00598,2023-08-15,2027-12-08,100,100.01,6,0.0038,,17,0.5667,1576,0,1
C00599,S00599,2020-03-04,2022-05-27,74,74.43,2,0.0025,,29,0.9667,814,0,1
C00600,S00600,2022-06-01,,73,72.64,6,0.0058,,43,1.4333,1029,0,0
C00601,S00601,2021-01-13,2024-09-18,52,51.55,4,0.003,,25,0.8333,1344,0,1
C00602,S00602,2020-09-27,2025-07-14,103,103.1,6,0.0034,,36,1.2,1751,0,1
C00603,S00603,2022-02-14,2024-01-26,97,96.66,3,0.0042,,24,0.8,711,0,1
C00604,S00604,2022-12-05,,77,76.75,2,0.0021,,39,1.3,966,0,0
C00605,S00605,2023-01-12,,86,85.81,3,0.0048,,33,1.1,624,0,0
C00606,S00606,2023-01-26,2023-06-06,78,78.04,1,0.0076,,14,0.4667,131,0,1
C00607,S00607,2021-03-08,2025-07-04,112,112.32,3,0.0019,,25,0.8333,1579,0,1
C00608,S00608,2021-09-12,,86,86.44,3,0.0029,,24,0.8,1039,0,0
C00609,S00609,2020-06-18,2022-05-27,80,80.04,1,0.0014,REF735,23,0.7667,708,1,1
C00610,S00610,2022-07-14,2026-05-25,79,78.57,3,0.0021,,20,0.6667,1411,0,1
C00611,S00611,2023-04-20,,110,109.5,2,0.0013,,44,1.4667,1484,0,0
C00612,S00612,2021-12-27,2026-11-04,89,88.64,3,0.0017,REF269,39,1.3,1773,1,1
C00613,S00613,2021-04-14,,77,76.91,1,0.0012,REF663,31,1.0333,820,1,0
C00614,S00614,2021-05-14,2022-01-12,79,78.85,2,0.0082,,21,0.7,243,0,1
C00615,S00615,2022-09-02,2025-02-22,111,111.24,1,0.0011,REF713,26,0.8667,904,1,1
C00616,S00616,2022-10-05,2025-01-08,50,50.49,1,0.0012,,32,1.0667,826,0,1
C00617,S00617,2021-12-15,,66,65.71,1,0.0024,,18,0.6,421,0,0
C00618,S00618,2021-01-06,,91,91.04,2,0.0019,,32,1.0667,1080,0,0
C00619,S00619,2021-09-07,2023-10-27,104,103.7,4,0.0051,,50,1.6667,780,0,1
C00620,S00620,2021-05-06,,46,46.44,1,0.0006,REF507,56,1.8667,1593,1,0
C00621,S00621,2020-05-26,,52,51.58,2,0.014,,44,1.4667,143,0,0
C00622,S00622,2021-08-31,,62,62.15,2,0.0015,,39,1.3,1305,0,0
C00623,S00623,2023-06-27,2026-07-08,119,119.34,1,0.0009,,30,1.0,1107,0,1
C00624,S00624,2022-07-10,,59,59.49,4,0.0087,,46,1.5333,462,0,0
C00625,S00625,2020-07-19,2022-05-23,102,101.75,0,0.0,,27,0.9,673,0,1
C00626,S00626,2023-07-02,2027-10-04,99,98.93,1,0.0006,,30,1.0,1555,0,1
C00627,S00627,2020-11-16,,96,95.5,0,0.0,REF283,25,0.8333,693,1,0
C00628,S00628,2022-07-11,,59,59.29,2,0.0016,,18,0.6,1215,0,0
C00629,S00629,2022-05-01,2024-12-07,78,77.98,5,0.0053,,25,0.8333,951,0,1
C00630,S00630,2022-12-25,,80,80.01,1,0.0006,,25,0.8333,1617,0,0
C00631,S00631,2023-02-23,2026-06-16,109,108.95,1,0.0008,,27,0.9,1209,0,1
C00632,S00632,2021-03-14,2025-05-03,101,101.08,2,0.0013,,39,1.3,1511,0,1
C00633,S00633,2023-03-12,2027-08-30,122,121.99,0,0.0,,28,0.9333,1632,0,1
C00634,S00634,2022-05-31,,108,108.11,6,0.0211,,31,1.0333,284,0,0
C00635,S00635,2021-06-08,2025-07-27,70,70.29,0,0.0,,44,1.4667,1510,0,1
C00636,S00636,2020-06-04,2025-03-01,84,84.32,3,0.0017,REF333,17,0.5667,1731,1,1
C00637,S00637,2022-05-02,,81,81.02,4,0.0328,,25,0.8333,122,0,0
C00638,S00638,2021-11-25,2024-03-24,138,138.15,4,0.0047,,4,0.1333,850,0,1
C00639,S00639,2021-12-06,2023-04-23,67,67.49,2,0.004,,41,1.3667,503,0,1
C00640,S00640,2022-10-31,2027-09-04,98,97.92,0,0.0,REF299,27,0.9,1769,1,1
C00641,S00641,2022-11-29,2024-10-01,115,114.55,2,0.003,REF203,34,1.1333,672,1,1
C00642,S00642,2020-09-26,,56,56.2,2,0.0052,,23,0.7667,385,0,0
C00643,S00643,2021-03-20,2021-11-01,99,99.12,3,0.0133,,29,0.9667,226,0,1
C00644,S00644,2023-09-15,2027-08-25,89,89.3,5,0.0035,,42,1.4,1440,0,1
C00645,S00645,2022-06-10,2022-11-19,56,56.28,4,0.0247,,22,0.7333,162,0,1
C00646,S00646,2021-09-17,,125,124.51,0,0.0,,33,1.1,590,0,0
C00647,S00647,2023-12-29,2026-10-18,76,76.14,4,0.0039,,30,1.0,1024,0,1
C00648,S00648,2022-10-03,2023-02-17,65,65.13,0,0.0,,22,0.7333,137,0,1
C00649,S00649,2023-06-28,2024-06-26,116,115.51,1,0.0027,,14,0.4667,364,0,1
C00650,S00650,2021-12-05,2026-10-29,97,97.2,4,0.0022,,45,1.5,1789,0,1
C00651,S00651,2020-09-02,2023-01-06,107,107.29,1,0.0012,REF997,41,1.3667,856,1,1
C00652,S00652,2023-01-03,,82,81.85,0,0.0,REF855,29,0.9667,588,1,0
C00653,S00653,2023-05-09,,36,35.8,2,0.0013,,38,1.2667,1573,0,0
C00654,S00654,2022-05-26,,72,72.0,2,0.01,,36,1.2,200,0,0
C00655,S00655,2021-10-11,2023-03-14,94,94.4,1,0.0019,,30,1.0,519,0,1
C00656,S00656,2020-07-02,2024-10-06,113,112.65,2,0.0013,,54,1.8,1557,0,1
C00657,S00657,2021-01-03,,66,65.86,2,0.0015,,31,1.0333,1370,0,0
C00658,S00658,2023-10-19,2026-01-07,88,88.05,2,0.0025,,32,1.0667,811,0,1
C00659,S00659,2020-09-09,2025-07-11,92,91.91,1,0.0006,REF569,11,0.3667,1766,1,1
C00660,S00660,2022-09-17,2025-08-15,118,118.25,6,0.0056,,21,0.7,1063,0,1
C00661,S00661,2022-09-21,,120,119.84,5,0.0037,,31,1.0333,1356,0,0
C00662,S00662,2021-12-09,,103,103.01,2,0.0011,,17,0.5667,1773,0,0
C00663,S00663,2024-02-04,,25,25.0,2,0.0021,REF837,40,1.3333,937,1,0
C00664,S00664,2022-10-11,2025-03-25,76,76.32,1,0.0011,,14,0.4667,896,0,1
C00665,S00665,2023-12-21,2027-04-18,105,104.79,1,0.0008,,10,0.3333,1214,0,1
C00666,S00666,2021-01-26,2021-07-21,98,98.35,4,0.0227,,47,1.5667,176,0,1
C00667,S00667,2023-01-16,2025-03-31,72,71.71,3,0.0037,,35,1.1667,805,0,1
C00668,S00668,2023-02-27,,44,44.44,6,0.0048,,30,1.0,1262,0,0
C00669,S00669,2023-10-10,,106,105.58,0,0.0,REF690,22,0.7333,719,1,0
C00670,S00670,2021-09-08,2025-03-27,53,53.18,0,0.0,,26,0.8667,1296,0,1
C00671,S00671,2021-05-13,2023-06-13,81,81.03,0,0.0,,39,1.3,761,0,1
C00672,S00672,2023-04-22,2024-05-23,108,107.94,0,0.0,,11,0.3667,397,0,1
C00673,S00673,2022-12-14,2023-10-24,81,80.87,2,0.0064,,21,0.7,314,0,1
C00674,S00674,2021-02-15,2023-11-21,117,116.75,3,0.003,REF651,31,1.0333,1009,1,1
C00675,S00675,2021-04-01,2022-05-02,112,112.07,3,0.0076,,23,0.7667,396,0,1
C00676,S00676,2023-03-31,2025-03-02,51,51.13,4,0.0057,REF744,31,1.0333,702,1,1
C00677,S00677,2022-05-04,2024-12-23,102,101.81,2,0.0021,,29,0.9667,964,0,1
C00678,S00678,2023-09-22,2024-02-15,93,93.06,4,0.0274,REF613,44,1.4667,146,1,1
C00679,S00679,2022-08-03,,57,56.96,1,0.0013,,46,1.5333,791,0,0
C00680,S00680,2024-01-11,,91,90.7,2,0.0033,REF603,45,1.5,602,1,0
C00681,S00681,2021-05-06,,60,59.71,3,0.005,,46,1.5333,606,0,0
C00682,S00682,2023-03-11,2027-09-08,94,93.55,2,0.0012,,39,1.3,1642,0,1
C00683,S00683,2020-10-12,2025-05-08,80,80.35,3,0.0018,,26,0.8667,1669,0,1
C00684,S00684,2022-11-22,,97,97.29,3,0.0052,,29,0.9667,582,0,0
C00685,S00685,2021-09-18,2026-01-27,117,116.66,2,0.0013,REF222,9,0.3,1592,1,1
C00686,S00686,2022-02-18,2023-05-12,108,107.91,3,0.0067,,29,0.9667,448,0,1
C00687,S00687,2023-04-26,,93,93.22,5,0.0075,REF648,33,1.1,663,1,0
C00688,S00688,2020-06-07,2025-01-29,89,89.12,4,0.0024,,17,0.5667,1697,0,1
C00689,S00689,2020-12-01,,102,101.92,1,0.0042,,16,0.5333,236,0,0
C00690,S00690,2022-04-19,2024-04-13,125,125.46,3,0.0041,,24,0.8,725,0,1
C00691,S00691,2021-09-13,,60,60.04,1,0.0007,,45,1.5,1460,0,0
C00692,S00692,2022-04-24,2026-12-15,57,57.49,1,0.0006,,41,1.3667,1696,0,1
C00693,S00693,2021-10-07,2026-06-13,97,97.35,3,0.0018,REF501,34,1.1333,1710,1,1
C00694,S00694,2020-04-07,,92,91.76,1,0.0006,,43,1.4333,1591,0,0
C00695,S00695,2023-11-05,2028-08-08,62,61.96,2,0.0012,,40,1.3333,1738,0,1
C00696,S00696,2022-11-01,2025-03-28,76,75.68,1,0.0011,,20,0.6667,878,0,1
C00697,S00697,2022-07-04,2024-03-17,104,104.46,2,0.0032,,40,1.3333,622,0,1
C00698,S00698,2020-08-11,,68,68.4,2,0.0027,,20,0.6667,729,0,0
C00699,S00699,2020-10-23,2021-07-19,93,93.21,1,0.0037,REF321,44,1.4667,269,1,1
C00700,S00700,2022-06-13,2023-04-08,96,96.22,0,0.0,,46,1.5333,299,0,1
C00701,S00701,2020-03-20,2025-01-07,100,100.06,3,0.0017,,25,0.8333,1754,0,1
C00702,S00702,2021-12-09,,98,98.29,0,0.0,,40,1.3333,391,0,0
C00703,S00703,2023-08-26,2026-10-01,124,123.69,1,0.0009,,24,0.8,1132,0,1
C00704,S00704,2023-08-05,2024-11-11,96,95.86,1,0.0022,,40,1.3333,464,0,1
C00705,S00705,2022-02-11,2025-06-10,85,84.96,0,0.0,REF534,28,0.9333,1215,1,1
C00706,S00706,2020-12-14,2023-05-11,103,102.78,1,0.0011,,27,0.9,878,0,1
C00707,S00707,2020-04-20,2020-12-18,118,118.11,3,0.0124,REF849,30,1.0,242,1,1
C00708,S00708,2020-09-13,2022-08-21,100,100.23,2,0.0028,,9,0.3,707,0,1
C00709,S00709,2021-02-24,2024-10-17,59,58.6,1,0.0008,REF514,25,0.8333,1331,1,1
C00710,S00710,2022-04-06,2026-03-28,83,83.06,0,0.0,REF528,27,0.9,1452,1,1
C00711,S00711,2022-12-24,,73,73.45,1,0.0018,REF317,49,1.6333,563,1,0
C00712,S00712,2021-11-21,,95,94.98,1,0.0017,,17,0.5667,576,0,0
C00713,S00713,2023-05-24,2027-01-12,102,102.13,1,0.0008,,13,0.4333,1329,0,1
C00714,S00714,2020-08-29,,68,68.11,1,0.0013,,30,1.0,798,0,0
C00715,S00715,2021-09-27,,88,87.83,1,0.0055,,40,1.3333,182,0,0
C00716,S00716,2022-07-09,2023-04-08,118,118.05,0,0.0,,29,0.9667,273,0,1
C00717,S00717,2020-03-21,2022-03-01,84,83.87,2,0.0028,REF824,29,0.9667,710,1,1
C00718,S00718,2023-09-20,,113,113.32,3,0.0056,,57,1.9,531,0,0
C00719,S00719,2024-02-01,2024-10-24,114,114.37,0,0.0,,28,0.9333,266,0,1
C00720,S00720,2023-01-15,2026-12-07,120,120.01,2,0.0014,,32,1.0667,1422,0,1
C00721,S00721,2022-11-20,2025-03-27,94,94.22,3,0.0035,,35,1.1667,858,0,1
C00722,S00722,2020-11-10,2024-05-23,97,97.21,3,0.0023,,38,1.2667,1290,0,1
C00723,S00723,2020-10-01,,90,89.85,2,0.0317,,11,0.3667,63,0,0
C00724,S00724,2020-12-23,,65,64.83,2,0.0026,,27,0.9,759,0,0
C00725,S00725,2020-07-21,2022-12-29,71,70.69,4,0.0045,REF211,38,1.2667,891,1,1
C00726,S00726,2022-04-16,,57,57.24,3,0.0028,,13,0.4333,1064,0,0
C00727,S00727,2023-12-06,,68,68.4,2,0.0011,REF852,35,1.1667,1744,1,0
C00728,S00728,2022-10-13,2025-02-16,98,97.91,3,0.0035,,10,0.3333,857,0,1
C00729,S00729,2023-08-15,,72,72.36,0,0.0,,24,0.8,911,0,0
C00730,S00730,2024-01-08,2028-06-12,83,83.32,1,0.0006,REF937,41,1.3667,1617,1,1
C00731,S00731,2022-09-20,2024-10-12,103,102.91,2,0.0027,REF259,28,0.9333,753,1,1
C00732,S00732,2020-06-06,2022-06-22,96,96.3,2,0.0027,,24,0.8,746,0,1
C00733,S00733,2023-10-27,2024-09-28,90,90.09,5,0.0148,,40,1.3333,337,0,1
C00734,S00734,2022-03-30,,72,71.91,3,0.0023,,33,1.1,1316,0,0
C00735,S00735,2022-03-31,,48,48.18,1,0.0108,,22,0.7333,93,0,0
C00736,S00736,2024-01-21,,71,71.41,0,0.0,,40,1.3333,440,0,0
C00737,S00737,2022-10-22,2024-12-17,76,76.03,0,0.0,,19,0.6333,787,0,1
C00738,S00738,2020-06-15,,117,116.67,5,0.0061,,27,0.9,815,0,0
C00739,S00739,2023-02-21,2023-06-28,76,76.2,2,0.0157,REF600,19,0.6333,127,1,1
C00740,S00740,2023-12-29,,63,63.42,1,0.001,REF626,41,1.3667,981,1,0
C00741,S00741,2020-12-22,2025-10-08,100,100.22,2,0.0011,,20,0.6667,1751,0,1
C00742,S00742,2021-11-24,2022-07-24,106,105.69,1,0.0041,,21,0.7,242,0,1
C00743,S00743,2020-06-04,2022-12-09,99,99.21,2,0.0022,,26,0.8667,918,0,1
C00744,S00744,2022-12-12,2025-11-28,65,65.4,2,0.0018,,26,0.8667,1082,0,1
C00745,S00745,2020-08-02,,52,51.59,2,0.0032,,22,0.7333,623,0,0
C00746,S00746,2021-09-29,2024-08-23,79,79.09,4,0.0038,REF875,27,0.9,1059,1,1
C00747,S00747,2022-09-03,2024-06-17,68,68.11,2,0.0031,,19,0.6333,653,0,1
C00748,S00748,2023-06-15,2024-05-16,81,81.42,1,0.003,,44,1.4667,336,0,1
C00749,S00749,2021-04-24,2025-06-24,91,90.55,2,0.0013,REF393,42,1.4,1522,1,1
C00750,S00750,2023-09-24,2028-08-25,92,92.21,2,0.0011,,28,0.9333,1797,0,1
C00751,S00751,2020-02-06,2022-02-06,85,84.58,3,0.0041,REF704,24,0.8,731,1,1
C00752,S00752,2020-09-06,,82,82.32,1,0.0045,REF189,40,1.3333,220,1,0
C00753,S00753,2020-06-27,2021-06-06,114,114.25,3,0.0087,,42,1.4,344,0,1
C00754,S00754,2023-01-25,,82,81.6,3,0.0019,,31,1.0333,1617,0,0
C00755,S00755,2021-06-26,2025-11-04,65,65.33,3,0.0019,,44,1.4667,1592,0,1
C00756,S00756,2020-02-01,2022-08-04,78,77.78,4,0.0044,,30,1.0,915,0,1
C00757,S00757,2023-03-28,2027-07-21,80,80.35,2,0.0013,REF837,48,1.6,1576,1,1
C00758,S00758,2021-02-19,2022-05-12,115,114.54,1,0.0022,,26,0.8667,447,0,1
C00759,S00759,2022-10-20,2024-11-14,95,94.78,1,0.0013,REF781,29,0.9667,756,1,1
C00760,S00760,2022-04-08,,119,118.64,0,0.0,REF294,23,0.7667,256,1,0
C00761,S00761,2020-06-16,,81,81.38,0,0.0,,24,0.8,1008,0,0
C00762,S00762,2022-06-23,,117,117.25,1,0.0008,,22,0.7333,1276,0,0
C00763,S00763,2023-07-15,2028-04-12,87,87.38,3,0.0017,,26,0.8667,1733,0,1
C00764,S00764,2021-07-01,2025-04-03,74,74.12,2,0.0015,,28,0.9333,1372,0,1
C00765,S00765,2023-06-04,2026-10-02,110,109.96,3,0.0025,,31,1.0333,1216,0,1
C00766,S00766,2021-02-09,2024-06-24,94,93.72,1,0.0008,,31,1.0333,1231,0,1
C00767,S00767,2021-02-28,,74,74.14,1,0.0009,,28,0.9333,1154,0,0
C00768,S00768,2020-09-14,,73,73.18,0,0.0,,31,1.0333,790,0,0
C00769,S00769,2020-11-13,2023-06-01,86,86.42,4,0.0043,,46,1.5333,930,0,1
C00770,S00770,2020-12-25,2021-12-20,72,72.27,5,0.0139,,35,1.1667,360,0,1
C00771,S00771,2022-09-01,2022-12-04,99,98.55,3,0.0319,,19,0.6333,94,0,1
C00772,S00772,2020-07-14,2024-06-16,60,60.2,1,0.0007,,17,0.5667,1433,0,1
C00773,S00773,2022-03-27,,65,64.98,0,0.0,,36,1.2,923,0,0
C00774,S00774,2021-01-26,2025-05-20,97,97.01,4,0.0025,,22,0.7333,1575,0,1
C00775,S00775,2020-08-08,2021-05-06,78,77.92,1,0.0037,,30,1.0,271,0,1
C00776,S00776,2023-05-16,,54,53.92,0,0.0,,11,0.3667,741,0,0
C00777,S00777,2022-03-20,2023-08-09,105,104.72,3,0.0059,,25,0.8333,507,0,1
C00778,S00778,2021-03-07,2025-05-08,60,59.97,5,0.0033,,30,1.0,1523,0,1
C00779,S00779,2022-08-15,2024-07-30,80,80.44,2,0.0028,,33,1.1,715,0,1
C00780,S00780,2023-09-23,2026-12-01,112,112.39,1,0.0009,,15,0.5,1165,0,1
C00781,S00781,2021-02-28,,47,46.7,2,0.0097,,28,0.9333,206,0,0
C00782,S00782,2021-01-02,,87,87.11,3,0.0031,,20,0.6667,976,0,0
C00783,S00783,2022-10-20,,52,51.65,1,0.0012,,27,0.9,827,0,0
C00784,S00784,2022-01-07,,81,81.46,1,0.0009,REF212,17,0.5667,1122,1,0
C00785,S00785,2022-10-07,2025-09-19,90,89.52,2,0.0019,REF195,14,0.4667,1078,1,1
C00786,S00786,2020-09-08,,103,102.79,5,0.0202,,27,0.9,247,0,0
C00787,S00787,2023-10-31,2024-03-26,79,78.91,3,0.0204,,37,1.2333,147,0,1
C00788,S00788,2020-01-26,,69,69.12,3,0.0108,,25,0.8333,278,0,0
C00789,S00789,2021-02-14,2022-04-28,49,49.03,3,0.0068,,33,1.1,438,0,1
C00790,S00790,2022-07-27,2026-03-12,104,103.52,2,0.0015,,24,0.8,1324,0,1
C00791,S00791,2022-02-19,2023-08-01,114,113.54,2,0.0038,REF845,40,1.3333,528,1,1
C00792,S00792,2021-05-21,2026-03-03,119,119.23,2,0.0011,REF651,21,0.7,1747,1,1
C00793,S00793,2024-01-05,2024-08-02,101,100.88,1,0.0048,,31,1.0333,210,0,1
C00794,S00794,2021-06-01,,51,50.52,1,0.0011,REF433,34,1.1333,943,1,0
C00795,S00795,2022-10-14,,86,85.9,1,0.0008,,35,1.1667,1305,0,0
C00796,S00796,2021-09-03,2022-02-03,88,88.47,3,0.0196,,37,1.2333,153,0,1
C00797,S00797,2021-10-22,,107,107.15,1,0.001,REF593,30,1.0,954,1,0
C00798,S00798,2023-03-12,2023-09-06,73,72.84,1,0.0056,,27,0.9,178,0,1
C00799,S00799,2021-06-15,,87,87.49,3,0.0021,,41,1.3667,1434,0,0
C00800,S00800,2021-08-22,2024-01-12,116,115.96,3,0.0034,REF602,36,1.2,873,1,1
C00801,S00801,2023-03-18,2027-06-29,117,116.55,1,0.0006,,29,0.9667,1564,0,1
C00802,S00802,2020-05-09,,82,82.14,4,0.0033,,30,1.0,1204,0,0
C00803,S00803,2021-10-10,2023-06-13,76,75.73,2,0.0033,REF186,30,1.0,611,1,1
C00804,S00804,2021-02-22,2022-01-17,60,59.51,2,0.0061,REF495,33,1.1,329,1,1
C00805,S00805,2021-12-24,2022-11-24,71,71.46,3,0.009,,23,0.7667,335,0,1
C00806,S00806,2022-05-14,,51,50.51,1,0.0085,,11,0.3667,117,0,0
C00807,S00807,2021-10-05,2023-05-10,93,92.71,1,0.0017,,17,0.5667,582,0,1
C00808,S00808,2024-01-30,2027-09-20,67,67.13,1,0.0008,REF649,30,1.0,1329,1,1
C00809,S00809,2023-10-01,,56,55.86,0,0.0,,13,0.4333,677,0,0
C00810,S00810,2020-08-02,,85,85.49,3,0.0096,,30,1.0,314,0,0
C00811,S00811,2022-08-22,2023-03-09,74,74.36,6,0.0302,REF646,21,0.7,199,1,1
C00812,S00812,2021-04-30,,67,66.63,2,0.0024,,26,0.8667,822,0,0
C00813,S00813,2022-12-08,2024-02-06,113,112.98,1,0.0024,,24,0.8,425,0,1
C00814,S00814,2021-12-29,,71,71.31,5,0.0037,,22,0.7333,1337,0,0
C00815,S00815,2023-12-01,2025-09-07,44,43.85,0,0.0,,21,0.7,646,0,1
C00816,S00816,2023-11-17,2024-08-21,98,98.06,1,0.0036,,40,1.3333,278,0,1
C00817,S00817,2020-03-26,2021-09-11,103,103.11,1,0.0019,REF263,27,0.9,534,1,1
C00818,S00818,2020-06-11,2022-09-19,89,89.25,1,0.0012,,18,0.6,830,0,1
C00819,S00819,2020-02-04,,55,54.56,4,0.032,,12,0.4,125,0,0
C00820,S00820,2023-04-05,,91,91.32,3,0.0119,,40,1.3333,253,0,0
C00821,S00821,2020-12-08,2025-09-05,129,128.62,1,0.0006,,23,0.7667,1732,0,1
C00822,S00822,2022-12-20,2024-10-14,105,104.9,5,0.0075,,37,1.2333,664,0,1
C00823,S00823,2021-05-13,,97,97.18,2,0.0015,,38,1.2667,1361,0,0
C00824,S00824,2021-04-04,2025-10-07,101,101.11,1,0.0006,,54,1.8,1647,0,1
C00825,S00825,2022-06-25,,109,109.18,3,0.0117,,38,1.2667,257,0,0
C00826,S00826,2023-03-06,2026-08-10,82,82.45,2,0.0016,,36,1.2,1253,0,1
C00827,S00827,2022-04-29,,65,64.67,4,0.0027,,34,1.1333,1509,0,0
C00828,S00828,2022-05-12,2022-08-20,39,39.23,2,0.02,,13,0.4333,100,0,1
C00829,S00829,2023-01-09,2024-08-31,100,99.67,1,0.0017,,25,0.8333,600,0,1
C00830,S00830,2020-09-14,,59,58.81,1,0.0034,,32,1.0667,293,0,0
C00831,S00831,2022-06-07,2022-09-30,109,109.2,3,0.0261,,10,0.3333,115,0,1
C00832,S00832,2021-03-04,2022-09-26,56,55.79,4,0.007,,15,0.5,571,0,1
C00833,S00833,2020-08-20,2021-09-02,81,81.41,1,0.0026,,24,0.8,378,0,1
C00834,S00834,2021-05-07,2025-10-11,96,96.33,2,0.0012,,42,1.4,1618,0,1
C00835,S00835,2020-10-15,,70,69.59,2,0.0042,,41,1.3667,472,0,0
C00836,S00836,2021-04-29,2025-01-17,111,111.15,0,0.0,,29,0.9667,1359,0,1
C00837,S00837,2020-02-05,2020-07-03,84,83.91,2,0.0134,REF934,25,0.8333,149,1,1
C00838,S00838,2023-01-24,2026-03-03,90,90.39,1,0.0009,,5,0.1667,1134,0,1
C00839,S00839,2021-06-06,2024-11-26,113,113.4,3,0.0024,,26,0.8667,1269,0,1
C00840,S00840,2022-09-17,2023-08-08,84,84.45,1,0.0031,,22,0.7333,325,0,1
C00841,S00841,2023-01-29,2025-04-18,102,102.44,1,0.0012,,25,0.8333,810,0,1
C00842,S00842,2023-05-14,2027-12-15,103,102.94,2,0.0012,,31,1.0333,1676,0,1
C00843,S00843,2020-04-26,2023-05-29,119,118.89,5,0.0044,,12,0.4,1128,0,1
C00844,S00844,2022-02-05,2026-02-10,90,90.1,1,0.0007,,17,0.5667,1466,0,1
C00845,S00845,2021-09-17,2023-11-25,95,95.3,3,0.0038,REF197,20,0.6667,799,1,1
C00846,S00846,2021-06-09,2022-09-28,49,48.7,2,0.0042,,25,0.8333,476,0,1
C00847,S00847,2023-04-24,2025-09-17,88,88.19,1,0.0011,,26,0.8667,877,0,1
C00848,S00848,2020-04-11,,80,80.3,2,0.0026,,28,0.9333,763,0,0
C00849,S00849,2021-04-10,2026-02-13,87,86.74,2,0.0011,,37,1.2333,1770,0,1
C00850,S00850,2023-04-06,,28,27.78,2,0.0025,,28,0.9333,805,0,0
C00851,S00851,2021-08-15,2024-10-09,90,89.52,2,0.0017,,21,0.7,1151,0,1
C00852,S00852,2020-04-22,,88,88.13,1,0.0009,,21,0.7,1082,0,0
C00853,S00853,2020-09-17,2022-08-24,135,135.35,2,0.0028,REF875,44,1.4667,706,1,1
C00854,S00854,2021-03-28,2023-03-10,92,92.0,3,0.0042,,20,0.6667,712,0,1
C00855,S00855,2021-01-07,2025-03-16,60,59.77,2,0.0013,,29,0.9667,1529,0,1
C00856,S00856,2022-09-30,2023-11-29,76,75.66,1,0.0024,,44,1.4667,425,0,1
C00857,S00857,2020-09-14,2022-11-06,77,77.45,3,0.0038,REF985,30,1.0,783,1,1
C00858,S00858,2023-02-20,2026-06-24,71,70.64,2,0.0016,REF775,24,0.8,1220,1,1
C00859,S00859,2021-04-12,2021-09-17,96,96.05,2,0.0127,,23,0.7667,158,0,1
C00860,S00860,2020-04-12,2023-09-02,96,95.66,1,0.0008,,33,1.1,1238,0,1
C00861,S00861,2020-01-17,2024-03-04,98,98.43,0,0.0,REF599,13,0.4333,1508,1,1
C00862,S00862,2022-06-30,2024-10-06,108,107.58,2,0.0024,,33,1.1,829,0,1
C00863,S00863,2023-01-07,2025-12-16,106,106.38,2,0.0019,,18,0.6,1074,0,1
C00864,S00864,2020-07-24,,64,64.28,0,0.0,REF273,33,1.1,906,1,0
C00865,S00865,2021-04-08,2024-08-08,77,77.18,1,0.0008,,29,0.9667,1218,0,1
C00866,S00866,2023-02-09,,132,132.0,1,0.0068,,24,0.8,148,0,0
C00867,S00867,2023-07-25,,101,100.92,1,0.0009,REF396,36,1.2,1134,1,0
C00868,S00868,2022-12-30,2025-05-01,88,88.3,0,0.0,REF593,28,0.9333,853,1,1
C00869,S00869,2022-07-15,2022-11-14,79,78.87,2,0.0164,,47,1.5667,122,0,1
C00870,S00870,2023-01-27,,80,80.32,3,0.0021,,18,0.6,1452,0,0
C00871,S00871,2021-03-21,,50,49.72,2,0.0062,,34,1.1333,324,0,0
C00872,S00872,2020-04-05,2023-03-30,76,76.43,0,0.0,REF188,15,0.5,1089,1,1
C00873,S00873,2022-04-26,2026-07-13,108,107.74,2,0.0013,REF736,22,0.7333,1539,1,1
C00874,S00874,2022-04-19,,89,89.05,0,0.0,REF924,24,0.8,1662,1,0
